product_name,ingredient_list,cluster,x,y
Lip Care Aloe vera Sensitive,"c15-19 alkane (and) diphenyl dimethicone, candelilla (euphorbia cerifera) wax (and) cera alba (and) oryza sativa (rice) bran oil (and) oryza sativa (rice) bran wax (and) vegetable (olus) oil, capric/ caprylic  triglyceride, ceresin wax, diisostearate malate, fragrance, isocetyl stearoyl stearate, polyglyceryl-2 triisostearate, blue 1 lake (ci 42090), polyglyceryl-2 triisostearate, yellow 5 lake (ci 19140), petroleum jelly, phenoxyethanol, methyl paraben, ethyl paraben, propylparaben, polyethylene, polyglyceryl-2 triisostearate, tocopheryl acetate",8,9.34841,14.137863
Lip Care Blueberry,"ci 74260, candelilla (euphorbia cerifera) wax (and) cera alba (and) oryza sativa (rice) bran oil (and) oryza sativa (rice) bran wax (and) vegetable (olus) oil, capric/ caprylic  triglyceride, ceresin wax, diisostearate malate, fragrance, isocetyl stearoyl stearate, petroleum jelly, phenoxyethanol, methyl paraben, ethyl paraben, propylparaben, polyethylene, polyglyceryl-2 triisostearate, tocopheryl acetate",8,9.295284,14.406631
Lip Care Cherry,"ci 26100, ci 45410, candelilla (euphorbia cerifera) wax (and) cera alba (and) oryza sativa (rice) bran oil (and) oryza sativa (rice) bran wax (and) vegetable (olus) oil, capric/ caprylic  triglyceride, ceresin wax, diisostearate malate, fragrance, isocetyl stearoyl stearate, petroleum jelly, phenoxyethanol, methyl paraben, ethyl paraben, propylparaben, polyethylene, polyglyceryl-2 triisostearate, tocopheryl acetate",8,9.286706,14.381409
Lip Care Chocolate,"c15-19 alkane (and) diphenyl dimethicone, candelilla (euphorbia cerifera) wax (and) cera alba (and) oryza sativa (rice) bran oil (and) oryza sativa (rice) bran wax (and) vegetable (olus) oil, capric/ caprylic  triglyceride, ceresin wax, diisostearate malate, fragrance, isocetyl stearoyl stearate, polyglyceryl-2 triisostearate, red 28 lake (ci 45410), petroleum jelly, phenoxyethanol, methyl paraben, ethyl paraben, propylparaben, polyethylene, polyglyceryl-2 triisostearate, tocopheryl acetate",8,9.173066,14.304943
Lip Care Classic,"candelilla (euphorbia cerifera) wax (and) cera alba (and) oryza sativa (rice) bran oil (and) oryza sativa (rice) bran wax (and) vegetable (olus) oil, capric/ caprylic  triglyceride, ceresin wax, diisostearate malate, fragrance, isocetyl stearoyl stearate, petroleum jelly, phenoxyethanol, methyl paraben, ethyl paraben, propylparaben, polyethylene, tocopheryl acetate",8,9.332533,14.433251
Lip Care Lemon,"c15-19 alkane (and) diphenyl dimethicone, candelilla (euphorbia cerifera) wax (and) cera alba (and) oryza sativa (rice) bran oil (and) oryza sativa (rice) bran wax (and) vegetable (olus) oil, capric/ caprylic  triglyceride, ceresin wax, diisostearate malate, fragrance, isocetyl stearoyl stearate, polyglyceryl-2 triisostearate, yellow 5 lake (ci 19140), petroleum jelly, phenoxyethanol, methyl paraben, ethyl paraben, propylparaben, polyethylene, polyglyceryl-2 triisostearate, tocopheryl acetate",8,9.314344,14.239809
Lip Care Peppermint,"ci 19140, ci 42090, candelilla (euphorbia cerifera) wax (and) cera alba (and) oryza sativa (rice) bran oil (and) oryza sativa (rice) bran wax (and) vegetable (olus) oil, capric/ caprylic  triglyceride, ceresin wax, diisostearate malate, fragrance, isocetyl stearoyl stearate, petroleum jelly, phenoxyethanol, methyl paraben, ethyl paraben, propylparaben, polyethylene, polyglyceryl-2 triisostearate, tocopheryl acetate",8,9.276769,14.397517
Lip Care Rose,"candelilla (euphorbia cerifera) wax (and) cera alba (and) oryza sativa (rice) bran oil (and) oryza sativa (rice) bran wax (and) vegetable (olus) oil, capric/ caprylic  triglyceride, ceresin wax, diisostearate malate, fragrance, isocetyl stearoyl stearate, petroleum jelly, phenoxyethanol, methyl paraben, ethyl paraben, propylparaben, polyethylene, polyglyceryl-2 triisostearate, tocopheryl acetate",8,9.348861,14.417633
Lip Care Rose kiss,"c15-19 alkane (and) diphenyl dimethicone, candelilla (euphorbia cerifera) wax (and) cera alba (and) oryza sativa (rice) bran oil (and) oryza sativa (rice) bran wax (and) vegetable (olus) oil, capric/ caprylic  triglyceride, ceresin wax, diisostearate malate, fragrance, isocetyl stearoyl stearate, polyglyceryl-2 triisostearate, red 28 lake (ci 45410), petroleum jelly, phenoxyethanol, methyl paraben, ethyl paraben, propylparaben, polyethylene, polyglyceryl-2 triisostearate, tocopheryl acetate",8,9.237001,14.28
Lip Care Strawberry,"c15-19 alkane (and) diphenyl dimethicone, ci 26100, ci 45410, candelilla (euphorbia cerifera) wax (and) cera alba (and) oryza sativa (rice) bran oil (and) oryza sativa (rice) bran wax (and) vegetable (olus) oil, capric/ caprylic  triglyceride, ceresin wax, diisostearate malate, fragrance, isocetyl stearoyl stearate, petroleum jelly, phenoxyethanol, methyl paraben, ethyl paraben, propylparaben, polyethylene, polyglyceryl-2 triisostearate, red 6 (ci 15850), tocopheryl acetate",8,9.240425,14.342716
Lip Care Tropical Vibes,"c15-19 alkane (and) diphenyl dimethicone, candelilla (euphorbia cerifera) wax (and) cera alba (and) oryza sativa (rice) bran oil (and) oryza sativa (rice) bran wax (and) vegetable (olus) oil, capric/ caprylic  triglyceride, ceresin wax, diisostearate malate, fragrance, isocetyl stearoyl stearate, polyglyceryl-2 triisostearate, yellow 5 lake (ci 19140), petroleum jelly, phenoxyethanol, methyl paraben, ethyl paraben, propylparaben, polyethylene, polyglyceryl-2 triisostearate, tocopheryl acetate",8,9.3181,14.19612
Lip Care watermelon,"c15-19 alkane (and) diphenyl dimethicone, candelilla (euphorbia cerifera) wax (and) cera alba (and) oryza sativa (rice) bran oil (and) oryza sativa (rice) bran wax (and) vegetable (olus) oil, capric/ caprylic  triglyceride, ceresin wax, diisostearate malate, fragrance, isocetyl stearoyl stearate, polyglyceryl-2 triisostearate, red 28 lake (ci 45410), petroleum jelly, phenoxyethanol, methyl paraben, ethyl paraben, propylparaben, polyethylene, polyglyceryl-2 triisostearate, red 6 (ci 15850), tocopheryl acetate",8,9.185305,14.302337
Lip Explosion,"cyclopentasiloxane, cyclotetrasiloxane, dimethiconol, fragrance, phenyl trimethicone",5,13.758997,5.821398
Lobster Soap 130g,"ci 15985, ci 16035, deionized water, fragrance, glycerin, niaciamide, panthenol, sodium palmate, sodium palm kernelate",2,8.565059,0.99895334
Long Lasting Make Up Fixing Gel,"acrylates/c10-30 alkyl acrylate crosspolymer, benzyl alcohol, ethylhexylglycerin, tocopherol, deionized water, disodium edta, fragrance, glycerin, polysorbate 20, triethanolamine",1,6.706902,4.403032
Love Life Hair cream,"cetrimonium chloride, cetyl alcohol, cocamide mea, deionized water, disodium edta, fragrance, glycerin, mineral oil, peg-150/decyl alcohol/smdi copolymer, phenoxyethanol&ethylhexylglycerin",5,18.64295,5.0081954
Lubricant gel- Chlocolate,"acrylates/c10-30 alkyl acrylate crosspolymer, deionized water, disodium edta, fragrance, glycerin, methylchloroisothiazolinone / methylisothiazolinone, polysorbate 20, propylene glycol, triethanolamine",1,12.033047,1.6242324
Lubricant gel- Orange,"acrylates/c10-30 alkyl acrylate crosspolymer, deionized water, disodium edta, fragrance, glycerin, methylchloroisothiazolinone / methylisothiazolinone, polysorbate 20, propylene glycol, triethanolamine",1,12.0324135,1.6458542
Lubricant gel- Strawberry,"acrylates/c10-30 alkyl acrylate crosspolymer, deionized water, disodium edta, fragrance, glycerin, methylchloroisothiazolinone / methylisothiazolinone, polysorbate 20, propylene glycol, triethanolamine",1,12.061177,1.628391
MT Soap 128g (เปลี่ยนเป็น XE-3329),"ci 16035, ci 19140, ci 61570 , deionized water, fragrance, glycerin , prunus amygdalus dulcis (sweet almond) oil, prunus armeniaca (apricot) seed powder, sodium lauryl sulfate, sodium palmate, sodium palm kernelate, thanaka extract, tranexamic acid",2,8.831799,0.38579085
Madam Busaba Feminine Spray 150 ml.,"ci 45100, sodium sulfate, citric acid, dl-panthenol, deionized water, fragrance, glycerin, menthyl lactate, methylpropanediol, phenoxyethanol, chlorphenesin, glycerin, polysorbate 20, sodium citrate, water, sodium pca, wheat amino acids, panthenol, glycerin, sodium hyaluronate, hydroxyproline",5,7.668,2.2314677
Madam Busaba Feminine Wash 150 ml.,"ci 45100 (and) sodium sulfate, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, menthol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium-7, polysorbate 20, propylene glycol, sodium chloride, sodium laureth sulfate",3,5.38018,0.44890034
Madam Busaba Soap 100 g,"ci 42090, deionized water, fragrance, glycerin, sodium laureth sulfate",0,7.626115,1.5482621
Madam Busaba Whitening cream 100 g.,"carbomer, cyclopentasiloxane, cyclotetrasiloxane, dimethiconol, deionized water, disodium edta, fragrance, glycerin, glyceryl stearate, glyceryl stearate (and) sorbitan monoleate (and) stearic acid (and) fatty alcohol polyoxyethylene ether, glyceryl stearate, peg-100 stearate, isopropyl miristate, isopropyl myristate, mineral oil, niacinamide (vitamin b3), petrolatum, phenoxyethanol, ethylhexylglycerin, polysorbate 60, stearic acid, tocopheryl acetate, triethanolamide",6,14.979278,6.723649
Mama Rice Brand Rice Water Soap 100 g,"aphanothece sacrum exopolysaccharides, deionized water, fragrance, glycerin, methyl gluceth-20, prunus amygdalus dulcis (sweet almond) oil, sodium cocoyl isethionate., sodium palmate, sodium palm kernelate, sodiun lauryl sulfate, titanium dioxide",2,8.411381,-0.43697846
Mango Soap,"ci 15985, ci 19140, deionized water, fragrance, glycerin, niacinamide, sodium palmate, sodium palm kernelate",2,8.443855,0.8070623
Massage Oil,"ci 26100, ci 47000, fragrance, laureth-4, mineral oil",5,9.850417,4.451597
Massage Oil Argan,"argania spinosa kernel oil, ci 47000, fragrance, mineral oil",4,9.710494,4.428469
Massage Oil Blue berry,"ci 47000, fragrance, mineral oil",5,9.693782,4.437551
Massage Oil Rosemary,"ci 47000, fragrance, mineral oil",5,9.742196,4.481125
Massage oil Lavender,"ci 47000, fragrance, lavandula angustifolia (lavender) flower oil, mineral oil, tocopheryl acetate",5,9.792143,4.6559505
Massage oil Lemongrass,"ci 47000, cymbopogon schoenanthus oil, fragrance, laureth-4, mineral oil, tocopheryl acetate",5,9.840682,4.5367928
Medifair Bar soap,"aloe barbadensis leaf extract, ci 15985, ci 19140, deionized water, fragrance, glycerin, limonia acidissima l., niacinamide, prunus amygdalus dulcis (sweet almond) oil, sodium lauryl sulfate, sodium palmate, sodium palm kernelate, tranexamic acid",2,8.615198,0.3118494
Micellar Water,"deionized water, disodium cocoamphodiacetate, disodium edta, glycerin, methylchloroisothiazolinone / methylisothiazolinone, peg-40 hydrogenated castor oil",5,7.001806,3.1986
Moisture Cream Aloevera,"carbomer, cetyl alcohol, cyclopentasiloxane, deionized water, disodium edta, fragrance, glycerin, glyceryl monostearate, mineral oil, phenoxyethanol, ethylhexylglycerin, polysorbate 60, stearic acid, stearyl alcohol, titanium dioxide",5,15.795255,7.545787
Moisture Cream Vit.E&A,"carbomer, cyclopentasiloxane (and) cyclotetrasiloxane (and) dimethiconol, deionized water, disodium edta, fragarance, glycerin, glyceryl stearate (and) sorbitan monoleate (and) stearic acid (and) fatty alcohol polyoxyethylene ether, mineral oil, phenoxyethanol 
(and) methylparaben 
(and) ethyl paraben 
(and) propyl paraben, propylparaben, titanium dioxide, triethanolamine, stearyl alcohol",6,16.623896,7.1071544
Moisture Cream Vitamin E,"bis-diglyceryl polyacyladipate-2, carbomer, cetearyl alcohol, cyclopentasiloxane, dimethiconol, deionized water, disodium edta, fragarance, glycerin, glyceryl stearate, sorbitan oleate, stearic acid, ceteareth-25, c9-15 alkyl phosphate, mineral oil, phenoxyethanol, ethylhexylglycerin, titanium dioxide, tocopheryl acetate, triethanolamine",6,18.743864,8.145369
Moisturizing Cream-Jojoba,"carbomer, cetyl alcohol, deionized water, disodium edta, glycerin, glyceryl monostearate, mineral oil, phenoxyethanol, ethylhexylglycerin, polysorbate 60, simmondsia chinensis (jojoba) seed oil., stearic acid, stearyl alcohol, titanium dioxide, tocopherol",5,16.244282,8.686163
Mud Mask Herbal,"charcoal, fragrance, phenixyethanol, ethylhexylglycerin, polyacrylamide (and) c13-14 isoparaffin (and) c9-11 pareth-6, talcum",5,16.601315,9.075899
Mud Mask Herbal แก้ครั้งที่ 1 (ปรับสูตรใหม่เนื่องจากเกิดแก๊ส 29/1/2021),"carbomer, cetearyl alcohol, charcoal powder, deionized water, disodium edta, fragrance, glycerin, glyceryl stearate, sorbitan oleate, stearic acid, ceteareth-25, c9-15 alkyl phosphate, mineral oil, phenoxyethanol, ethylhexylglycerin, talcum, titanium dioxide, tocopheryl acetate",6,18.428102,8.0728445
Mud mask,"carbomer, cetearyl alcohol, charcoal powder, cyclopentasiloxane,  cyclotetrasiloxane, dimethicone, deionized water, disodium edta, fragrance, glycerin, glyceryl stearate, sorbitan oleate, stearic acid, ceteareth-25, c9-15 alkyl phosphate, kaolin, mineral oil, petrolatum, phenoxyethanol, ethylhexylglycerin, stearic acid, titanium dioxide, tocopheryl acetate, triethanolamine",6,18.470823,8.092174
Mud mask  (23.2.2021 ปรับสูตรใหม่เนื่องจากงานมีปัญหาหลอดบวม),"carbomer, cetearyl alcohol, charcoal powder, cyclopentasiloxane,  cyclotetrasiloxane, dimethicone, deionized water, disodium edta, fragrance, glycerin, glyceryl stearate, sorbitan oleate, stearic acid, ceteareth-25, c9-15 alkyl phosphate, mineral oil, petrolatum, phenoxyethanol, ethylhexylglycerin, stearic acid, titanium dioxide, tocopheryl acetate, triethanolamine",6,18.413958,8.096879
Mud mask แก้งานหลอดบวม Test ครั้งที่2 15/2/21,"carbomer, cetearyl alcohol, charcoal powder, cyclopentasiloxane,  cyclotetrasiloxane, dimethicone, deionized water, disodium edta, fragrance, glycerin, glyceryl stearate, sorbitan oleate, stearic acid, ceteareth-25, c9-15 alkyl phosphate, mineral oil, petrolatum, phenoxyethanol, ethylhexylglycerin, stearic acid, titanium dioxide, tocopheryl acetate, triethanolamine",6,18.515936,8.062659
Multi Vitamin Hydrating Whitening cream,"cera alba, cetyl alcohol, cyclomethicone, deionized water, disodium edta, ethylhexyl methoxycinnamate (and) octocrylene (and) ethylhexyl salicylate (and) butyl methoxydibenzoylmethane (and) benzophenone-3, fragrance, glycerin, glyceryl stearate (and) peg-100 stearate, glyceryl monostearate se, mineral oil, phenoxyethanol 
(and) methylparaben 
(and) ethyl paraben 
(and) propyl paraben, polyacrylate-13 (and) polyisobutene (and) polysorbate 20, polymethyl metacrylate, stearyl alcohol, tocopheryl acetate, water, 1,2 hexanediol, sodium hyaluronate, water, butylene glycol, sophora flavescens root extract, glycyrrhiza inflata root extract, scutellaria baicalensis root extract",5,13.44174,8.009473
Muscular Pain Relief Hot Massage Liquid 80 ml,"camphor, ethanol, fragrance, glycerin, menthol, phenoxyethanol (and) ethylparaben (and) methylparaben (and) propylparaben, propylene glycol",1,11.193543,1.3034323
Muscular Pain Relief Massage Spray 40 ml,"deionized water, ethanol, menthol, methylchloroisothiazolinone / methylisothiazolinone, methylsalicylate",1,11.409224,1.1355699
Myco Hair Long and Anti-Hair loss Serum,"cyclopentasiloxane, cyclopentasiloxane (and) dimethiconol, fragrance",5,11.759767,5.729154
NI Acne Bar Soap,"aqua, glycolic acid, lactic acid, sodium magnesium silicate, citric acid, xathan gum, ci 16035, ci 45100, deionized water, fragrance, glycerin, hydrolysed algin (and) zinc sulphate, isopropyl methylphenol, sodium palmate, sodium palm kernelate",5,8.496934,1.2158071
NI-Acne Liquid Cleanser,"deionized water, disodium cocoamphodiacetate, fragrance, glycerin, methylchloroisothiazolinone / methylisothiazolinone, peg-40 hydrogenated castor oil, poloxamer 184",5,6.948703,3.2500982
NO Bacter Soap 100g,"ci 15985, ci 19140, deionized water, glycerin, propylene glycol (and) ethylhexylglycerin (and) octenidine hcl, prunus amygdalus dulcis (sweet almond) oil, sodium palmate, sodium palm kernelate, sodiun lauryl sulfate",2,8.612913,-0.2602393
Natural Collagen Face cream,"butylene glycol (and) water (and) dianthus caryophyllus flower extract, citric acid, cyclopentasiloxane, cyclopentasiloxane (and) dimethicone crosspolymer, deionized water, dimethicone, disodium edta, glycereth-26, methylpropanediol, niacinamide, phenoxyethanol (and) chlorphenesin (and) aqua (and) glycerin, polymethylsilsesquioxane, sodium hyaluronate, sodium polyacrylate & c13-14 isoparaffin & laureth-7 & water, tetracarboxymethyl hexanoyl dipeptide-12",5,10.650581,8.0796
Natural Collagen Face wash Gel,"acrylates copolymer, aqua, ci 15985, citric acid, cocamide dea, cocamidopropyl betaine, cocamidopropyl betaine, colorant, deionized water, disodium edta, fragrance, glycerine, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, potassium cocoyl glycinate (and) potassium cocoate (and) aqua, propylene glycol, sodium chloride, sodium laureth sulfate, sodium leureth sulfate , triethanolanide 99.5%",3,2.0545833,2.7384017
Natural Collagen Hair Serum,"argania spinosa kernel oil, cyclopentasiloxane (and) cyclotetrasiloxane (and) dimethiconol, dimethicone, isohexadecane, fragrance",4,12.287167,5.3750653
Natural Fresh Soap 100g,"ci 15985, ci 19140, deionized water, fragrance, glycerin, sodium lauryl sulfate",2,9.186106,3.0972037
Neck & Shoulder,"acrylates/c10-30 alkyl acrylate crosspolymer, cetearyl alcohol, cyclopentasiloxane, cyclotetrasiloxane, dimethiconol, deionized water, disodium edta, glycerin, glyceryl stearate, sorbitan oleate, stearic acid, ceteareth-25, c9-15 alkyl phosphate, mineral oil, petrolatum, phenoxyrthanol, ethylhexulglycerin, stearic acid, titanium dioxide, triethanolamine",6,19.195724,8.196923
Neem Face Wash,"benzyl alcohol, ethylhexylglycerin, tocopheryl acetate , ci 10020, ci 42090, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, melia azadirachta (neem) leaf extract, glycerin, water, phenoxyethanol, polyquaternium 7, polysorbate 20, potassium cocoyl glycinate (and) potassium cocoate (and) aqua, propylene glycol, sodium chloride, sodium laureth sulfate",3,3.1230168,0.48775488
Nelly Professional Argan oil Serum 300 ml,"fragrance, mineral oil, tocopheryl acetate",5,10.36161,5.3299766
Nelty Brand Gold 24K Hair Serum 300 ml (Old),"argania spinosa kernel oil, cyclopentasiloxane (and) cyclotetrasiloxane (and) dimethiconol, dimethicone, isohexadecane, fragrance, liquid paraffin",4,11.765956,4.6192183
Netrogen Snail White Whipp Soap,"aphanothece sacrum exopolysaccharides, ci 77266 (and) glycerin (and) aqua (and) pvp, deionized water, glycerin, lauryl hydroxysultaine, methyl gluceth-20, polysorbate 20",5,8.2181835,-0.49454832
Netrogen Whipp Soap For Moisturizing and Whitening 100 g,"aphanothece sacrum exopolysaccharides, ci 15985, deionized water, fragrance, glycerin, lauryl hydroxysultaine",5,8.166661,-0.48788983
Night Cream,"acrylates/c10-30 alkyl acrylate crosspolymer, cetearyl alcohol, cyclopentasiloxane, cyclotetrasiloxane, dimethiconol, deionized water, disodium edta, fragrance, glycerin, glyceryl stearate, sorbitan oleate, stearic acid, ceteareth-25, c9-15 alkyl phosphate, mineral oil, petrolatum, pheoxyethanol, methyl paraben, propyl paraben, propyl paraben, stearic acid, titanium dioxide",6,19.2633,8.188875
Olive Oil Hair Lotion,"carbomer, cetyl stearyl alcohol, cyclopentasiloxane (and) cyclotetrasiloxane (and) dimethiconol, deionized water, disodium edta, glycerin, glyceryl stearate, sorbitan oleate, stearic acid, ceteareth-25, c9-15 alkyl phosphate, methylchloroisothiazolinone / methylisothiazolinone, muneral oil, patrolatum, phenoxyethanol&ethylhexylglycerine, stearic acid, triethanolamine",6,19.24127,1.9263767
Ostrich Soap,"bis-peg-15 methyl ether dimethicone, ci 16035, deionized water, fragrance, niacinamide, sodium lauryl sulfate",2,8.657386,1.465293
PERTHIN Bar,"aloe barbadensis leaf extract, ci 15985, ci 19140, deionized water, fragrance, glycerin, prunus amygdalus dulcis (sweet almond) oil, sodium lauryl sulfate, sodium palmate, sodium palm kernelate, tranexamic acid",2,8.807928,-0.015426777
Pain Relief Gel,"acrylates/c10-30 alkyl acrylate crosspolymer, deionized water, disodiumedta, ethanol, menthol, methylchloroisothiazolinone / methylisothiazolinone, polysorbate 20, triethanolamine",1,11.490687,1.1263952
Papaya 3 in 1 Soap,"arbutin, ci 15510, deionized water, disodium cocoyl glutamate , fragrance, glycerin, niacinamide, sodium lauryl sulfate, sodium palmate, sodium palm kernelate, tocopheryl acetate, tranexamic acid",2,7.533657,1.2531329
Papaya 4 in 1 Soap,"ci 15985, deionized water, fragrance",5,9.434869,3.498698
Papaya 5 in 1 Soap,"ci 15985, deionized water, fragrance",5,9.395287,3.4726026
Papaya 6 in 1 Soap,"ci 15985, deionized water, fragrance",5,9.380633,3.4406617
Papaya Lotion with Glutathione,"aqua, benzyl alcohol (and) ethylhexylglycerin (and) tocopherol, carbomer, colorant, disodium edta, fragrance, glyceryl stearate (and) sorbitan monoleate (and) stearic acid (and) fatty alcohol polyoxyethylene ether, glyceryl stearate and peg-100 stearate, isopropyl miristate, mineral oil, polymethyl methacrylate, polysorbate 60, shea butter, sunflower seed oil, tocopherol acetate, tranexamic acid, triethanolamide",5,15.046948,6.8042374
Papaya Scrub,"acrylate copolymer, benzyl alcohol, ethylhexylglycerin, tocopherol, ci 19140, carica papaya fruit extract, deionized water, disodium edta, fragrance, hydrated silica, juglans regia (walnut) shell powder, polysorbate 20, sodium laureth sulfate, triethanolamine",9,4.919111,-3.698474
Papaya with Avocado 8 in 1 Soap,"ci 10020, deionized water, fragrance",5,5.0290327,-2.090724
Papaya with Avocado Soap,"base glycerin, ci 10020, deionized water, fragrance",5,5.083309,-2.0483325
Papaya with Black Seed  7 in 1 Soap,"ci 15985, deionized water, fragrance, prunus armeniaca (apricot) seed powder",5,9.345163,3.423794
Papaya with Black Seed Soap,"base glycerin, ci 15985, deionized water, fragrance, prunus armeniaca (apricot) seed powder",5,9.230919,3.3015318
Pappu Baby Bath Soap,"bis-peg-15 methyl ether dimethicone, deionized water, fragrance, sodium lauryl sulfate, titanium dioxide, water (and) butylene glycol (and) sophora flavescens root extract (and) glycyrrhiza inflata root extract (and) scutellaria baicalensis root extract.",5,9.50681,3.5216522
Pappu Baby Bath soap,"bis-peg-15 methyl ether dimethicone, deionized water, fragrance, sodium cocoyl isethionate , sodium palmate, sodium palm kernelate, titanium dioxide, water (and) butylene glycol (and) sophora flavescens root extract (and) glycyrrhiza inflata root extract (and) scutellaria baicalensis root extract",2,8.731394,1.4003854
Pappu Baby Head to Toe Milky Wash,"benzyl alcohol (and) ethylhexylglycerin (and) tocopherol, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, glycerin, polyquaternium-7, polysorbate 20, potassium laurate, sodium chloride, sodium laureth sulfate, styrene acrylic copolymer",3,5.3220596,0.47282085
Pappu Baby Lotion,"ci 14720, carbomer, cetyl alcohol, cetyl alcohol (and) glyceryl stearate (and) peg-75 stearate (and) ceteth-20 (and) steareth-20, cyclopentasiloxane, deionized water, fragrance, glyceryl stearate, methylpropanediol, mineral oil, phenoxyethanol, ethylhexylglycerin, pretrolatum, propylene glycol, stearic acid, titanium dioxide, tocopheryl acetate",5,13.815519,9.11602
Pappu Baby Nappy Cream,"capric/ capylic triglyceride, carbomer, cetyl alcohol, cetyl alcohol (and) glyceryl stearate (and) peg-75 stearate (and) ceteth-20 (and) steareth-20, cyclopentasiloxane, deionized water, fragrance, glyceryl stearate, methylpropanediol, mineral oil, phenoxyethanol, ethylhexylglycerin, propylene glycol, stearic acid, tocopheryl acetate, zinc oxide",5,13.849606,9.148214
Pappu Baby Oil,"anthemis nobilis flower oil, fragrance, mineral oil, tocopheryl acetate",5,10.312799,5.351746
Pappu Baby Powder,"fragrance, talcam",5,1.9290367,7.1555004
Pappu Baby Shampoo,"benzyl alcohol (and) ethylhexylglycerin (and) tocopherol, ci 15985, ci 19140, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, glycerin, polyquaternium-7, polysorbate 20, potassium laurate, sodium chloride, sodium laureth sulfate",3,5.307944,0.49694136
Pappu Petroleum Jelly 100 ml,"bisabolol, butyrospermum parkii (shea) butter, petrolatum, prunus amygdalus dulcis (sweet almond) oil, tocopherol",5,9.807333,5.4271865
Pappu Stretch mask cream,"butylene glycol, cetearyl alcohol, coco glycerides, d-panthenol, deionized water, disodium edta, fragrance, glycerin, glycerin, caprylic/capric triglyceride, water, hydrogenated lecithin, phytosteryl/ octyldodecyl lauroyl glutamate, ceramide np, sodium hyaluronate, glyceryl monostearate, hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer, mineral oil, petrolatum, phenoxyethanol, ethylhexylglycerin, polyacrylate-13 (and) polyisobutene (and) polysorbate 20, simmondsia chinensis (jojoba) seed oil, tridecyl trimellitate, tocopheryl acetate,  glyceryl stearate, sorbitan monoleate, stearic acid, fatty alcohol polyoxyethylene (25) ether",5,12.726222,8.732654
Pearl Beaute Rice Milk Soap 65 g,"ci 20170, ci 77400, deionized water, fragrance, glycerin, niacinamide, sodium cocoyl isethionate, sodium lauryl sulfate, sodium palmate, sodium palm kernelate, thanaka extract, wasabia japonica root extract (and) butylene glycol",2,7.7465124,0.8903886
Pearl Soap 100g,"ascorbic acid, ci 77266, deionized water, glycerin, propylene glycol, o-phenylphenol, sodium palmate, sodium palm kernelate",2,8.451543,0.79803216
Peel Off Mask-Aloe Vera,"ci 10020, deionized water, disodium edta, ethanol, fragrance, methylparaben, polysorbate-20, polyvinyl alcohol, propyl paraben, propylene glycol",1,11.367548,-1.1031029
Peel Off Mask-Cucumber,"ci 10020, deionized water, disodium edta, ethanol, fragrance, methylparaben, polysorbate-20, polyvinyl alcohol, propyl paraben, propylene glycol",1,11.346368,-1.1259769
Peel Off Mask-Honey& Collagen,"colorant, deionized water, disodium edta, ethanol, fragrance, methylparaben, polysorbate-20, polyvinyl alcohol, propyl paraben, propylene glycol",1,11.3263645,-1.1468444
Peel off face mask- Aloe vera,"acrylates/c10-30 alkyl acrylate crosspolymer, ci 10200, ci 19140, deionized water, disodium edta, ethanol, fragrance, phenoxyethanol (and) chlorphenesin (and) glycerin, polysorbate-20, polyvinyl alcohol, propylene glycol",1,11.542705,-0.9536181
Peel off face mask- Apricot,"acrylates/c10-30 alkyl acrylate crosspolymer, ci 15985, deionized water, disodium edta, ethanol, fragrance, phenoxyethanol (and) chlorphenesin (and) glycerin, polysorbate-20, polyvinyl alcohol, propylene glycol",1,11.56651,-0.91564804
Peel off face mask- Avocado,"acrylates/c10-30 alkyl acrylate crosspolymer, ci 10200, ci 42090, deionized water, disodium edta, ethanol, fragrance, phenoxyethanol (and) chlorphenesin (and) glycerin, polysorbate-20, polyvinyl alcohol, propylene glycol",1,11.562457,-0.91513443
Peel off face mask- Cucumber,"acrylates/c10-30 alkyl acrylate crosspolymer, ci 10200, deionized water, disodium edta, ethanol, fragrance, phenoxyethanol (and) chlorphenesin (and) glycerin, polysorbate-20, polyvinyl alcohol, propylene glycol",1,11.527831,-0.9543202
Peel off face mask- Honey,"acrylates/c10-30 alkyl acrylate crosspolymer, ci 15985, ci 19140, deionized water, disodium edta, ethanol, fragrance, phenoxyethanol (and) chlorphenesin (and) glycerin, polysorbate-20, polyvinyl alcohol, propylene glycol",1,11.585178,-0.95403314
Peel off face mask- Lemon,"acrylates/c10-30 alkyl acrylate crosspolymer, ci 19140, deionized water, disodium edta, ethanol, fragrance, phenoxyethanol (and) chlorphenesin (and) glycerin, polysorbate-20, polyvinyl alcohol, propylene glycol",1,11.525589,-0.9572811
