product_name,ingredient_list,cluster,x,y
Dr.Hair Argan Oil Hair Serum,"argania spinosa kernel oil, cyclopentasiloxane (and) cyclotetrasiloxane (and) dimethiconol, dimethicone, isohexadecane, fragrance, liquid paraffin, tocopheryl acetate",4,11.821761,4.546102
Dr.Hair Caviar Hair& Body Serum,"argania spinosa kernel oil, cyclopentasiloxane (and) cyclotetrasiloxane (and) dimethiconol, dimethicone, isohexadecane, fragrance, liquid paraffin, tocopheryl acetate",4,11.859692,4.4815154
Dr.Hair Collagen Hair& Body Serum,"argania spinosa kernel oil, cyclopentasiloxane (and) cyclotetrasiloxane (and) dimethiconol, dimethicone, isohexadecane, fragrance, liquid paraffin, tocopheryl acetate",4,11.850625,4.469804
Dr.Hair Hair Treatment Keratin 400 ml,"amodimethicone (and) trideceth-12 (and). cetrimonium chloride, aqua (and) propoxytetramethyl piperidinyl dimethicone (and) trideceth-6, behentrimonium chloride, cetrimonium chloride, cetyl alcohol, citric acid, cyclopentasiloxane (and) dimethiconol, deionized water, dimethicone, disodium edta, fragrance, glyceryl monostearate, glyceryl stearate, sorbitan oleate, stearic acid, ceteareth-25, c9-15 alkyl phosphate, guar hydroxypropyltrimonium chloride (and) acrylamidopropyltrimonium chloride/acrylamide copolymer, isopropyl myristate, phenoxyethanol, ethylhexylglycerin, polyacrylamidopropyltrimonium chloride, propylene glycol, prunus amygdalus dulcis (sweet almond) oil, stearamidopropyl dimethylamine",5,18.849216,5.177763
Dr.Hair Rosemary Mint Daily Styling cream 240 ml,"cetrimonium chloride, cyclopentasiloxane, cyclopentasiloxane & dimethicone, d-penthanol, deionized water, dimethicone, dimethiconol/aminopropyl silsesquioxanecopolymer (and)trideceth-12 (and) cetrimonium chloride, fragrance, glycerin, mineral oil, phenoxyethanol, ethylhexylglycerin, phenytrimethicone, polyquaternium-37 (and) propylene glycol dicaprylate/dicaprate (and) ppg-1 trideceth-6, water, amodimethicone, trideceth-6, trideceth-12, glycerin",5,13.053504,2.5284343
Dr.Hair Rosemary Mint Scalp and Hair Strengthening oil 59 ml.,"ci 17200, ci 45000, fragrance, mineral oil",5,2.2279103,6.9047837
Dr.Hair Rosemary Mint Strengthening  Shampoo 355 ml.,"ci 15985, ci 19140, cocamidopropyl betaine, dl-panthenol (vitamin b5), deionized water, disodium edta, fragrance, glycerin, glycol distearate, ppg-3 caprylyl ether, phenoxyethanol (and) chlorophenesin (and) glycerin, polysorbate 20, potassium laureth-4 carboxylate, silicone quaternium-20, sodium chloride, sodium laureth sulfate",3,4.4817863,1.6616995
Dr.Hair Rosemary Mint Strengthening Hair Masque 340 ml.,"behentrimonium chloride, cetearyl alcohol (and) dipalmitoylethyl hydroxyethylmonium methosulfate (and) ceteareth-20, cetearyl alcohol, glyceryl stearate, peg-40 stearate, ceteareth-20, cetearyl alcohol, cetrimonium chloride, deionized water, dimethicone (and) amodimethicone (and) laureth-4 (and) laureth-23（and）polyquaternium-10, disodium edta, fragrance, glycerin, guar hydroxypropyltrimonium chloride (and) acrylamidopropyltrimonium chloride/acrylamide copolymer, mineral oil, phenoxyethanol & ethylhexylglycerin, polyacrylamidopropyltrimonium chloride, water (and) propoxytetramethylpiperidinyl dimethicone (and) trideceth-6",5,19.158062,4.844704
Dr.Hair Rosemary Mint Strengthening Hair Serum 100 ml,"argania spinosa kernel oil, c15-19 alkane (and) diphenyl dimethicone, cyclopentasiloxane, cyclopentasiloxane (and) cyclotetrasiloxane (and) dimethiconol, fragrance, tocopheryl acetate",4,11.694279,5.2178817
Dr.Hair Rosemary Mint Strengthening Leave In Conditioner 355 ml.,"behentrimonium chloride, cetearyl alcohol (and) dipalmitoylethyl hydroxyethylmonium methosulfate (and) ceteareth-20, cetearyl alcohol, glyceryl stearate, peg-40 stearate, ceteareth-20, cetearyl alcohol, cetrimonium chloride, deionized water, dimethicone (and) amodimethicone (and) laureth-4 (and) laureth-23（and）polyquaternium-10, disodium edta, fragrance, glycerin, mineral oil, phenoxyethanol & ethylhexylglycerin, polyacrylamidopropyltrimonium chloride, water (and) propoxytetramethylpiperidinyl dimethicone (and) trideceth-6",5,19.1665,4.8279796
Dr.Hair Wow Hair Spray 200 ml,"deionized water, disodium edta, ethanol, fragrance, glycerin, hydrolyzed corn starch., phenoxyethanol (and) chlorophenesin (and) glycerin, polysorbate 20",1,11.897292,0.87419534
Elynn Face wash 150 ml- Aloe vera,"acrylate copolymer, ci 10020, deionized water, fragrance, glycerin, glyceryl stearate, glycol distearate, lauric acid, methyl chloro isothiazolinone, methyl isothiazolinone, myristic acid, polyquaternium-7, potassium hydroxide, stearic acid",7,-4.0911355,7.3543572
Elynn Face wash 150 ml- Lemon,"acrylate copolymer, ci 19140, deionized water, fragrance, glycerin, glyceryl stearate, glycol distearate, lauric acid, methyl chloro isothiazolinone, methyl isothiazolinone, myristic acid, polyquaternium-7, potassium hydroxide, stearic acid",7,-4.0644207,7.3791466
Elynn Face wash 150 ml- Saffron & Tea Tree,"acrylate copolymer, ci 14270, deionized water, fragrance, glycerin, glyceryl stearate, glycol distearate, lauric acid, methyl chloro isothiazolinone, methyl isothiazolinone, myristic acid, polyquaternium-7, potassium hydroxide, stearic acid",7,-4.03416,7.394393
Elynn Insect Repellant Cream 100 g,"acrylates/c10-30 alkyl acrylate crosspolymer, cetearyl alcohol, cyclopentasiloxane, cyclotetrasiloxane, dimethiconol, deionized water, disodium edta, fragrance, glycerin, glyceryl stearate, sorbitan oleate, stearic acid, ceteareth-25, c9-15 alkyl phosphate, mineral oil, petrolatum, phenoxyrthanol, ethylhexulglycerin, stearic acid, titanium dioxide, triethanolamine",6,19.138147,8.147642
Entalia Aloe Vera Soothing Gel,"aloe barbadensis leaf juice, carbomer, deionized water, disodium edta, fragrance, glycerin, methylchloroisothiazolinone / methylisothiazolinone, peg-40 hydrogenated castor oil, triethanolamine",1,12.693115,0.46022862
Entalia Brightening Bom Boom Soap,"ci 17050, ci 42090, deionized water, fragrance, glycerin, hydrolyzed collagen, niacinamide, sodium laureth sulfate, tranexamic acid",0,7.5167017,1.4223468
Entalia Cleansing Feminine Soap,"ci 42090, deionized water, fragrance, glutathione, glycerin, niacinamide, sodium cocoyl isethionate, sodium laureth sulfate, tocopheryl acetate",0,7.705541,1.749735
Entalia Coconut oil soap,"deionized water, fragrance, glutathione, glycerin, niacinamide, sodium cocoyl isethionate, sodium laureth sulfate, tocopheryl acetate",0,7.716029,1.7417566
Entalia Coffee Soap,"ci 42090, deionized water, fragrance, glycerin, hydrolyzed collagen, niacinamide, sodium laureth sulfate, tranexamic acid",0,7.5613723,1.4836869
Entalia Cucumber Hydrating Soothing Gel,"carbomer, cucumis sativus (cucumber) fruit extract, deionized water, disodium edta, fragrance, glycerin, methylchloroisothiazolinone / methylisothiazolinone, peg-40 hydrogenated castor oil, triethanolamine",1,13.041084,0.34806955
"Entalia Cuticle, Nail, Hand and lek Cream 25 g","fragrance, mineral oil, petrolatum",5,9.882385,5.4430323
Entalia Daily Care Lip Moisturizer- Fresh Cherrry,"ci 26100, fragrance, mineral oil, petrolatum, polyglyceryl-2 triisostearate (and) red 28 lake (ci 45410)",5,9.978814,5.6779075
Entalia Daily Care Lip Moisturizer- Strawberry,"ci 26100, fragrance, mineral oil, petrolatum, polyglyceryl-2 triisostearate & red 6 lake (ci15850:2) & triethoxycaprylylsilane & aminopropyltriethoxysilane & polyhydroxystearic acid",5,10.008725,5.7293725
Entalia Facial Cleanser Aloe vera 125 ml,"deionized water, disodium cocoamphodiacetate, disodium edta, fragrance, glycerin, peg-40 hydrogenated castor oil, phenoxyethanol, chlorphenesin, glycerin﻿, poloxamer 184",5,6.9265633,3.2687855
Entalia Facial Cleanser Avocado 125 ml,"deionized water, disodium cocoamphodiacetate, disodium edta, fragrance, glycerin, peg-40 hydrogenated castor oil, phenoxyethanol, chlorphenesin, glycerin﻿, poloxamer 184",5,6.9250293,3.2506468
Entalia Facial Cleanser Papaya 125 ml,"deionized water, disodium cocoamphodiacetate, disodium edta, fragrance, glycerin, peg-40 hydrogenated castor oil, phenoxyethanol, chlorphenesin, glycerin﻿, poloxamer 184",5,6.9761076,3.2524881
Entalia Facial Cleanser Rose 125 ml,"benzyl alcohol, ethylhexylglycerin, tocopherol, deionized water, disodium cocoamphodiacetate, disodium edta, fragrance, glycerin, peg-40 hydrogenated castor oil, poloxamer 184",5,6.5886774,4.3026605
Entalia Facial Cleanser Rose 400 ml,"benzyl alcohol, ethylhexylglycerin, tocopherol, deionized water, disodium cocoamphodiacetate, disodium edta, fragrance, glycerin, methyl chloro isothiazolinone, methyl isothiazolinone, peg-40 hydrogenated castor oil, peg-6 caprylic/capric glycerides, poloxamer 184",5,6.473856,4.4130607
Entalia Facial Cleanser Whitamin C 125 ml,"deionized water, disodium cocoamphodiacetate, disodium edta, fragrance, glycerin, peg-40 hydrogenated castor oil, phenoxyethanol, chlorphenesin, glycerin﻿, poloxamer 184",5,6.941187,3.2340624
Entalia Feminine Cleansing Soap 100 g,"ci 16035, ci 45410, deionized water, fragrance, maltitol",5,1.9890177,2.8303773
Entalia Feminine Soap 100 g,"ci 45100, deionized water, fragrance, glycerin, sodium laureth sulfate",0,8.055037,1.6087753
Entalia Foot Balm,"acrylates/c10-30 alkyl acrylate crosspolymer, cetearyl alcohol (and) glyceryl stearate (and) peg-40 stearate (and) ceteareth-20, cetearyl alcohol, deionized water, dimethicone, disodium edta, fragrance, glycerin, glyceryl stearate, isopropyl myristate, mineral oil, petrolatum, phenoxyethanol (and) ethylparaben (and) methylparaben (and) propylparaben, titanium dioxide, tocopheryl acetate, triethanolamine, vitamin b5",5,11.678287,8.323682
Entalia Gluta Vitamin E Soap,"ci 15985, ci 19140, deionized water, fragrance, glutathione, glycerin, niacinamide, sodium cocoyl isethionate, sodium laureth sulfate, tocopheryl acetate",0,7.755519,1.7636145
Entalia Hand Balm,"cyclopentasiloxane (and) dimethicone crosspolymer, deionized water, dimethicone, disodium edta, epiphyllum oxypetalum flower extract (and) maltodextrin, fragrance, glycerin, mineral oil, phenoxyethanol (and) chlorphenesin (and) aqua (and) glycerin, polymethylsilsesquioxane, sodium polyacrylate & c13-14 isoparaffin & laureth-7 & water, titanium dioxide",5,10.535634,8.0917635
Entalia Honey& Orange Moisturizing Soothing Gel,"carbomer, cucumis sativus (cucumber) fruit extract, deionized water, disodium edta, glycerin, methylchloroisothiazolinone / methylisothiazolinone, peg-40 hydrogenated castor oil, triethanolamine",1,13.0378,0.36772275
Entalia Lavender Relaxing Soothing Gel,"carbomer, cucumis sativus (cucumber) fruit extract, deionized water, disodium edta, glycerin, methylchloroisothiazolinone / methylisothiazolinone, peg-40 hydrogenated castor oil, triethanolamine",1,13.040299,0.347592
Entalia Lip Balm,"cetearyl alcohol, fragrance, mineral oil, petrolatum",5,9.8399935,5.515174
Entalia Moisturizing Vit C,"ci 14750, ci 15985, deionized water, fragrance, glycerin, hydrolyzed collagen, niacinamide, prunus amygdalus dulcis (sweet almond) oil, sodium cocoyl isethionate., sodium lauryl sulfate, ครั้งหน้าเวลาสั่งเบสสบู่น้ำมันให้ถามว่าเขาทำสีให้เลยมั้ย",2,7.825677,0.7500438
Entalia Moringa Soap,"ci 10020, ci 42090, deionized water, fragrance, glycerin, hydrolyzed collagen, niacinamide, sodium cocoyl isethionate, sodium laureth sulfate, tranexamic acid",0,7.549951,1.5159874
Entalia Perfumed Talc- Jasmine,"fragrance, mica, hydroxyapatite, zinc oxide, polymethyl methacrylate, silica, talc",5,1.8095462,7.2630777
Entalia Perfumed Talc- Lavender,"fragrance, mica, hydroxyapatite, zinc oxide, polymethyl methacrylate, silica, talcam",5,1.8270379,7.246703
Entalia Perfumed Talc- Rose,"fragrance, mica, hydroxyapatite, zinc oxide, polymethyl methacrylate, silica, talcam",5,1.7913404,7.281981
Entalia Rose water,"deionized water, fragrance, methylchloroisothiazolinone / methylisothiazolinone, peg-40 hydrogenated castor oil, propylene glycol",1,7.377413,3.2508268
Entalia Rose water 300 ml,"deionized water, fragrance, methylchloroisothiazolinone / methylisothiazolinone, peg-40 hydrogenated castor oil, ppg-3 caprylyl ether, sodium dilauramidoglutamide lysine & butylene & water",5,7.3214793,3.2430856
Entalia Sensitive Area Spray,"deionized water, epiphyllum oxypetalum flower extract (and) maltodextrin, fragrance, glycerin, peg-40 hydrogenated castor oil, panthenol, phenoxyethanol (and) chlorphenesin (and) aqua (and) glycerin, water (and) butylene glycol (and) sodium dilauramidoglutamide lysine",5,7.1366935,3.6137447
Entalia Sensitive Area Wash,"ci 14720, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, menthol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium-7, polysorbate 20, propylene glycol, sodium chloride, sodium laureth sulfate, water (and) butylene glycol (and) sodium dilauramidoglutamide lysine",3,5.3386803,0.42341134
Entalia Shampoo Argan oil 300 ml.,"ci 15985, ci 19140, cocamidopropyl betaine, dl-panthenol (vitamin b5), deionized water, disodium edta, fragrance, glycerin, ppg-3 caprylyl ether, phenoxyethanol (and) chlorophenesin (and) glycerin, polyquaternium-73, polysorbate 20, potassium laureth-4 carboxylate, silicone quaternium-20, sodium chloride, sodium laureth sulfate",3,4.487209,1.6978586
Entalia Shampoo Rose 300 ml.,"ci 45100, cocamidopropyl betaine, dl-panthenol (vitamin b5), deionized water, disodium edta, fragrance, glycerin, ppg-3 caprylyl ether, phenoxyethanol (and) chlorophenesin (and) glycerin, polyquaternium-73, polysorbate 20, potassium laureth-4 carboxylate, silicone quaternium-20, sodium chloride, sodium laureth sulfate",3,4.46635,1.657933
Entalia Shampoo Rosemary 300 ml.,"ci 19140, ci 42090, ci 42090, cocamidopropyl betaine, dl-panthenol (vitamin b5), deionized water, disodium edta, fragrance, glycerin, ppg-3 caprylyl ether, phenoxyethanol (and) chlorophenesin (and) glycerin, polyquaternium-73, polysorbate 20, potassium laureth-4 carboxylate, silicone quaternium-20, sodium chloride, sodium laureth sulfate",3,4.4868126,1.6628106
Entalia Snail Gluta Collagen Gold Soap,"ci 42090, deionized water, fragrance, glutathione, glycerin, hydrolyzed collagen, niacinamide, sodium cocoyl isethionate, sodium laureth sulfate",0,7.6923847,1.7093376
Entalia Spa Salt,"ci 19140, fragrance, glycerin, sodium chloride, sodium laureth sulfate",3,4.214397,0.40666622
Entalia Spray Shine,"cyclopentasiloxane, dimethicone, fragrance",4,12.346973,5.546511
Entalia Vitamin C Brightening Soothing gel,"carbomer, deionized water, disodium edta, ethyl ascorbic acid, glycerin, methylchloroisothiazolinone / methylisothiazolinone, peg-40 hydrogenated castor oil, triethanolamine",1,12.442495,0.70353574
Entalia Whitening Under Arm and knee cream,"acrylates/c10-30 alkyl acrylate crosspolymer, capric/caprylic triglyceride, cetearyl alcohol (and) ceteareth-20, cetearyl alcohol, deionized water, disodium edta, epiphyllum oxypetalum flower extract (and) maltodextrin, fragrance, glycerin, glyceryl stearate (and) peg-100 stearate, glyceryl monostearate, mineral oil, niacinamide, phenoxyethanol (and) ethylparaben (and) methylparaben (and) propylparaben, tocopheryl acetate, triethanolamide",5,11.618393,8.365463
Entalia Whitening Vitamin C Soap,"ci 15985, deionized water, fragrance, glycerin, hydrolyzed collagen, niacinamide, sodium cocoyl isethionate, sodium laureth sulfate, tranexamic acid",0,7.584021,1.5592313
Entalia aloe Vera& Tea Moisturizing Soothing Gel,"carbomer, cucumis sativus (cucumber) fruit extract, deionized water, disodium edta, fragrance, glycerin, methylchloroisothiazolinone / methylisothiazolinone, peg-40 hydrogenated castor oil, triethanolamine",1,13.04122,0.34846348
EntaliaSunscreen Lotion 50 ml,"ci 19140, citrus reticulata (tangerine) peel extract (and) water (aqua) (and) butylene glycol, cyclopentasiloxane (and) dimethicone crosspolymer, cyclopentasiloxane (and) dimethiconol, deionized water, dimethicone, fragrance, glycerin, isopentyldiol, mineral oil, phenoxyethanol (and) chlorphenesin (and) aqua (and) glycerin, polymethylsilsesquioxane, sodium polyacrylate (and) c13-14 isoalkane (formerly c13-14 isoparaffin) (and) laureth-7, titanium dioxide, titanium dioxide (and) aluminum hydroxide﻿ (and) dimethicone",5,10.172515,8.218968
European Formula Brand Shower Gel 750 ml- Jasmin,"ci 19140, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, sodium myristoyl sarcosinate, sodium chloride, sodium laureth sulfate",3,3.696807,-0.6424259
European Formula Brand Shower Gel 750 ml- Lavender,"ci 60730, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, sodium myristoyl sarcosinate, sodium chloride, sodium laureth sulfate",3,3.7679079,-0.6541236
European Formula Brand Shower Gel 750 ml- Lemon& Mint,"ci 10020, ci 19140, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, sodium myristoyl sarcosinate, sodium chloride, sodium laureth sulfate",3,3.6642964,-0.7554587
European Formula Brand Shower Gel 750 ml- Pomegranate,"ci 14720, ci 15985, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, sodium myristoyl sarcosinate, sodium chloride, sodium laureth sulfate",3,3.8402846,-0.5788607
European Formula Brand Shower Gel 750 ml- Strawberry,"citric acid, cocamide dea, cocamidopropyl betaine, colorant, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, sodium myristoyl sarcosinate, sodium chloride, sodium laureth sulfate",3,3.968439,-0.628035
European Formula Brand Shower scrub- Apricot,"acrylates copolymer, ci 60730, cocamidopropyl betaine, deionized water, fragrance, glycerin, juglans regia (walnut) shell powder, methylchloroisothiazolinone / methylisothiazolinone, polysorbate 20, sodium leureth sulfate , sorbitol, lecithin, tocopheryl acetate (vitamin e), glyceryl linoleate (vitamin f), glyceryl linolenate, retinyl plamitate (vitamin a), sodium ascorbyl , triethanolamine",9,1.9545066,0.788882
European Formula Brand Shower scrub- Argan oil,"acrylates copolymer, ci 15985, ci 19140, cocamidopropyl betaine, deionized water, fragrance, glycerin, juglans regia (walnut) shell powder, methylchloroisothiazolinone / methylisothiazolinone, polysorbate 20, sodium leureth sulfate , triethanolamine",9,2.646103,-4.6223946
European Formula Brand Shower scrub- British rose,"acrylates copolymer, ci 15985, cocamidopropyl betaine, deionized water, fragrance, glycerin, juglans regia (walnut) shell powder, methylchloroisothiazolinone / methylisothiazolinone, polysorbate 20, sodium leureth sulfate , triethanolamine",9,2.6327715,-4.638436
European Formula Brand Shower scrub- Charcoal,"acrylates copolymer, ci 77266, cocamidopropyl betaine, deionized water, fragrance, glycerin, juglans regia (walnut) shell powder, methylchloroisothiazolinone / methylisothiazolinone, polysorbate 20, sodium leureth sulfate , triethanolamine",9,2.5746121,-4.602004
European Formula Brand Shower scrub- Kiwi,"acrylates copolymer, cocamidopropyl betaine, deionized water, fragrance, glycerin, juglans regia (walnut) shell powder, methylchloroisothiazolinone / methylisothiazolinone, polysorbate 20, sodium leureth sulfate , triethanolamine",9,2.5548158,-4.573511
European Formula Brand Shower scrub- Lavender,"acrylates copolymer, ci 60730, cocamidopropyl betaine, deionized water, fragrance, glycerin, juglans regia (walnut) shell powder, methylchloroisothiazolinone / methylisothiazolinone, polysorbate 20, sodium leureth sulfate , sorbitol, lecithin, tocopheryl acetate (vitamin e), glyceryl linoleate (vitamin f), glyceryl linolenate, retinyl plamitate (vitamin a), sodium ascorbyl , triethanolamine",9,1.9404916,0.7874885
European Formula Brand Shower scrub- Orange,"acrylates copolymer, cocamidopropyl betaine, deionized water, fragrance, glycerin, juglans regia (walnut) shell powder, methylchloroisothiazolinone / methylisothiazolinone, polysorbate 20, sodium leureth sulfate , triethanolamine",9,2.5594556,-4.605529
European Formula Brand Shower scrub- Peach,"acrylates copolymer, cocamidopropyl betaine, deionized water, fragrance, glycerin, juglans regia (walnut) shell powder, methylchloroisothiazolinone / methylisothiazolinone, polysorbate 20, sodium leureth sulfate , triethanolamine",9,2.5373485,-4.578539
European Formula Brand Shower scrub- Strawberry,"acrylates copolymer, ci 14720, cocamidopropyl betaine, deionized water, fragrance, glycerin, juglans regia (walnut) shell powder, methylchloroisothiazolinone / methylisothiazolinone, polysorbate 20, sodium leureth sulfate , triethanolamine",9,3.1719582,-5.114678
European Formula Brand Shower scrub- Tamarind,"acrylates copolymer, ci 60730, cocamidopropyl betaine, deionized water, fragrance, glycerin, juglans regia (walnut) shell powder, methylchloroisothiazolinone / methylisothiazolinone, polysorbate 20, sodium leureth sulfate , triethanolamine",9,2.5409877,-4.64394
European Formula Facial Cleanser- Rose 125 ml,"deionized water, disodium cocoamphodiacetate, fragrance, glycerin, methylchloroisothiazolinone / methylisothiazolinone, peg-40 hydrogenated castor oil, poloxamer 184",5,6.9295797,3.2437272
European Formula Facial Cleanser- lemon,"deionized water, disodium cocoamphodiacetate, fragrance, glycerin, methylchloroisothiazolinone / methylisothiazolinone, peg-40 hydrogenated castor oil, poloxamer 184",5,6.944433,3.263232
European Formula Shower Gel- Apricot,"ci 42090, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, potassium cocoyl glycinate (and) potassium cocoate (and) aqua, sodium chloride, sodium laureth sulfate, sorbitol, lecithin, tocopheryl acetate (vitamin e), glyceryl linoleate (vitamin f), glyceryl linolenate, retinyl plamitate (vitamin a), sodium ascorbyl",3,2.0007079,0.82772106
European Formula Shower Gel- Apricot  (23.3.21ปรับสูตรเนื่องจากขุ่น),"ci 42090, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, potassium cocoyl glycinate (and) potassium cocoate (and) aqua, sodium chloride, sodium laureth sulfate, sorbitol, lecithin, tocopheryl acetate (vitamin e), glyceryl linoleate (vitamin f), glyceryl linolenate, retinyl plamitate (vitamin a), sodium ascorbyl",3,2.000755,0.81237394
European Formula Shower Gel- Argan oil,"ci 15985, ci 19140, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, potassium cocoyl glycinate (and) potassium cocoate (and) aqua, sodium chloride, sodium laureth sulfate",3,3.3241458,0.3578799
European Formula Shower Gel- British Rose,"ci 14720, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, potassium cocoyl glycinate (and) potassium cocoate (and) aqua, sodium chloride, sodium laureth sulfate",3,3.2512445,0.4101082
European Formula Shower Gel- Charcoal,"ci 77266, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, potassium cocoyl glycinate (and) potassium cocoate (and) aqua, sodium chloride, sodium laureth sulfate",3,3.1939824,0.46368808
European Formula Shower Gel- Charcoal (23.3.21ปรับสูตรเนื่องจากขุ่น),"ci 77266, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, potassium cocoyl glycinate (and) potassium cocoate (and) aqua, sodium chloride, sodium laureth sulfate",3,3.2369382,0.3986516
European Formula Shower Gel- Kiwi,"ci 10020, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, potassium cocoyl glycinate (and) potassium cocoate (and) aqua, sodium chloride, sodium laureth sulfate, sorbitol, lecithin, tocopheryl acetate (vitamin e), glyceryl linoleate (vitamin f), glyceryl linolenate, retinyl plamitate (vitamin a), sodium ascorbyl",3,1.9925469,0.8191113
European Formula Shower Gel- Kiwi (23.3.21ปรับสูตรเนื่องจากขุ่น),"ci 10020, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, potassium cocoyl glycinate (and) potassium cocoate (and) aqua, sodium chloride, sodium laureth sulfate, sorbitol, lecithin, tocopheryl acetate (vitamin e), glyceryl linoleate (vitamin f), glyceryl linolenate, retinyl plamitate (vitamin a), sodium ascorbyl",3,1.9900204,0.8194863
European Formula Shower Gel- Lavender,"ci 16035, ci 42090, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, potassium cocoyl glycinate (and) potassium cocoate (and) aqua, sodium chloride, sodium laureth sulfate",3,3.2233076,0.45139754
European Formula Shower Gel- Lavender (23.3.21ปรับสูตรเนื่องจากขุ่น),"ci 16035, ci 42090, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, potassium cocoyl glycinate (and) potassium cocoate (and) aqua, sodium chloride, sodium laureth sulfate",3,3.2164972,0.4584037
European Formula Shower Gel- Orange,"citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, potassium cocoyl glycinate (and) potassium cocoate (and) aqua, sodium chloride, sodium laureth sulfate",3,3.295421,0.38167033
European Formula Shower Gel- Orange (23.3.21ปรับสูตรเนื่องจากขุ่น),"citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, potassium cocoyl glycinate (and) potassium cocoate (and) aqua, sodium chloride, sodium laureth sulfate",3,3.2814906,0.427128
European Formula Shower Gel- Peach,"ci 15985, ci 16035, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, potassium cocoyl glycinate (and) potassium cocoate (and) aqua, sodium chloride, sodium laureth sulfate",3,3.2533355,0.4136777
European Formula Shower Gel- Peach  (23.3.21ปรับสูตรเนื่องจากขุ่น),"ci 15985, ci 16035, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, potassium cocoyl glycinate (and) potassium cocoate (and) aqua, sodium chloride, sodium laureth sulfate",3,3.1921623,0.48609656
European Formula Shower Gel- Strawberry (23.3.21ปรับสูตรเนื่องจากขุ่น),"ci 14720, citric acid, cocamide dea, cocamidopropyl betaine, deionized water, disodium edta, fragrance, isopentyldiol, methylchloroisothiazolinone / methylisothiazolinone, polyquaternium 7, polysorbate 20, potassium cocoyl glycinate (and) potassium cocoate (and) aqua, sodium chloride, sodium laureth sulfate, sorbitol, lecithin, tocopheryl acetate (vitamin e), glyceryl linoleate (vitamin f), glyceryl linolenate, retinyl plamitate (vitamin a), sodium ascorbyl",3,2.004458,0.84560174
